Sl.No.,GLIMS_ID,Glacier_ID,Longitude,Latitude,Area_sqKM,Elev_Max(m),Elev_Min(m),Elev_Mean(m),Slope_Max(degree),Slope_Mean(degree),Slope_Min(degree),Aspect(degree),Basin,index_right,HYBAS_L12,LENGTH_KM,DIST_DN_KM,DIST_UP_KM,CATCH_SKM,DIS_AV_CMS,ORD_STRA
115,G090773E27933N,MKugr16_593,90.773,27.933,0.117,5468,5181,5318.0,47.0,22.0,2.0,128.0,Kuri Chhu,83659,4120836690,3.2763635976748033,756.109092018821,11.118181835521352,14.786363753405483,0.6879090842875568,3.0
116,G090777E27943N,MKugr16_594,90.777,27.943,0.811,5499,5259,5363.0,64.0,16.0,0.0,123.0,Kuri Chhu,83817,4121465350,2.8850000301996865,788.2666676839193,9.708333333333334,12.519166479508081,0.5575000097354254,2.0
117,G090811E28006N,MKugr16_598,90.811,28.006,0.347,5307,5124,5219.0,50.0,13.0,0.0,145.0,Kuri Chhu,83817,4121465350,2.8850000301996865,788.2666676839193,9.708333333333334,12.519166479508081,0.5575000097354254,2.0
118,G090806E28017N,MKugr16_599,90.806,28.017,0.315,5424,5162,5268.0,64.0,15.0,0.0,192.0,Kuri Chhu,83855,4121463790,3.53399994969368,794.2299987792969,13.090000200271607,15.57900004386902,0.7184999950230122,2.0
119,G090821E28025N,MKugr16_600,90.821,28.025,8.462,6110,4564,5230.0,71.0,15.0,0.0,149.0,Kuri Chhu,83855,4121463790,3.53399994969368,794.2299987792969,13.090000200271607,15.57900004386902,0.7184999950230122,2.0
120,G090840E28037N,MKugr16_601,90.84,28.037,3.102,5860,4960,5303.0,76.0,21.0,0.0,172.0,Kuri Chhu,83855,4121463790,3.53399994969368,794.2299987792969,13.090000200271607,15.57900004386902,0.7184999950230122,2.0
121,G090853E28027N,MKugr16_602,90.853,28.027,0.102,5283,5086,5187.0,46.0,22.0,0.0,223.0,Kuri Chhu,83855,4121463790,3.53399994969368,794.2299987792969,13.090000200271607,15.57900004386902,0.7184999950230122,2.0
122,G090913E28027N,MKugr16_604,90.913,28.027,0.071,5317,5226,5267.0,56.0,25.0,2.0,237.0,Kuri Chhu,83855,4121463790,3.53399994969368,794.2299987792969,13.090000200271607,15.57900004386902,0.7184999950230122,2.0
123,G090925E28042N,MKugr16_606,90.925,28.042,0.196,5320,5154,5225.0,55.0,17.0,0.0,206.0,Kuri Chhu,83855,4121463790,3.53399994969368,794.2299987792969,13.090000200271607,15.57900004386902,0.7184999950230122,2.0
124,G090863E28040N,MKugr16_603,90.863,28.04,5.195,5867,4665,5294.0,75.0,22.0,0.0,157.0,Kuri Chhu,83855,4121463790,3.53399994969368,794.2299987792969,13.090000200271607,15.57900004386902,0.7184999950230122,2.0
125,G090924E28038N,MKugr16_605,90.924,28.038,0.03,5053,4937,4971.0,63.0,23.0,1.0,76.0,Kuri Chhu,83855,4121463790,3.53399994969368,794.2299987792969,13.090000200271607,15.57900004386902,0.7184999950230122,2.0
126,G090785E27920N,MKugr16_592,90.785,27.92,0.35,5388,5077,5289.0,56.0,17.0,2.0,87.0,Kuri Chhu,83817,4121465350,2.8850000301996865,788.2666676839193,9.708333333333334,12.519166479508081,0.5575000097354254,2.0
127,G090791E27972N,MKugr16_595,90.791,27.972,0.162,5331,5111,5175.0,60.0,22.0,0.0,182.0,Kuri Chhu,83817,4121465350,2.8850000301996865,788.2666676839193,9.708333333333334,12.519166479508081,0.5575000097354254,2.0
128,G091265E27880N,MKugr16_611,91.265,27.88,0.075,4904,4755,4819.0,64.0,21.0,1.0,95.0,Kuri Chhu,83762,4120833940,3.938749998807907,772.1500015258789,87.90000051259995,15.344999969005585,62.19287616759538,5.0
129,G091439E27951N,MKugr16_671,91.439,27.951,0.238,5109,4867,5012.0,55.0,21.0,0.0,120.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
130,G091423E27955N,MKugr16_673,91.423,27.955,0.413,5236,4887,5075.0,62.0,19.0,0.0,134.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
131,G091411E28013N,MKugr16_653,91.411,28.013,0.777,5558,5024,5274.0,77.0,25.0,0.0,136.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
132,G091427E28011N,MKugr16_655,91.427,28.011,0.205,5293,4838,5004.0,58.0,25.0,1.0,240.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
133,G091466E27942N,MKugr16_669,91.466,27.942,0.265,4866,4693,4776.0,58.0,15.0,0.0,165.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
134,G091470E27959N,MKugr16_663,91.47,27.959,0.576,4820,4559,4699.0,59.0,17.0,0.0,221.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
135,G091476E27973N,MKugr16_662,91.476,27.973,1.758,5831,4950,5412.0,80.0,27.0,0.0,184.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
136,G091465E27992N,MKugr16_660,91.465,27.992,1.064,6124,5098,5625.0,82.0,34.0,0.0,167.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
137,G091447E28004N,MKugr16_658,91.447,28.004,0.105,5366,5225,5280.0,57.0,22.0,1.0,194.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
138,G091442E28002N,MKugr16_657,91.442,28.002,0.073,5485,5258,5391.0,59.0,34.0,9.0,131.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
139,G091279E27916N,MKugr16_613,91.279,27.916,0.128,5329,5037,5160.0,64.0,28.0,2.0,58.0,Kuri Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
140,G091275E27919N,MKugr16_614,91.275,27.919,0.229,5226,5065,5124.0,46.0,13.0,0.0,214.0,Kuri Chhu,83762,4120833940,3.938749998807907,772.1500015258789,87.90000051259995,15.344999969005585,62.19287616759538,5.0
141,G091251E27933N,MKugr16_620,91.251,27.933,0.218,5463,5191,5308.0,75.0,29.0,1.0,152.0,Kuri Chhu,83762,4120833940,3.938749998807907,772.1500015258789,87.90000051259995,15.344999969005585,62.19287616759538,5.0
142,G091251E27936N,MKugr16_621,91.251,27.936,0.093,5322,5119,5216.0,63.0,34.0,5.0,67.0,Kuri Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
143,G091250E27944N,MKugr16_623,91.25,27.944,0.477,5251,4984,5078.0,62.0,12.0,0.0,193.0,Kuri Chhu,83796,4121464920,4.1075000166893005,777.9625091552734,82.7499988079071,21.85375028848648,61.12499991431832,5.0
144,G091246E27940N,MKugr16_622,91.246,27.94,0.276,5396,5017,5171.0,62.0,22.0,0.0,237.0,Kuri Chhu,83796,4121464920,4.1075000166893005,777.9625091552734,82.7499988079071,21.85375028848648,61.12499991431832,5.0
145,G091265E27951N,MKugr16_624,91.265,27.951,0.061,5302,5097,5208.0,64.0,31.0,3.0,178.0,Kuri Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
146,G091259E27959N,MKugr16_626,91.259,27.959,1.434,5730,4507,4957.0,77.0,29.0,0.0,119.0,Kuri Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
147,G091262E27980N,MKugr16_628,91.262,27.98,0.164,5337,4997,5218.0,62.0,31.0,2.0,91.0,Kuri Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
148,G091253E27978N,MKugr16_627,91.253,27.978,0.665,5247,4827,5020.0,67.0,13.0,0.0,156.0,Kuri Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
149,G091272E28011N,MKugr16_629,91.272,28.011,0.084,5262,5094,5165.0,61.0,26.0,0.0,260.0,Kuri Chhu,83859,4120829760,0.0,0.0,0.0,0.0,0.0,0.0
150,G091294E28027N,MKugr16_636,91.294,28.027,0.179,5508,5096,5291.0,72.0,27.0,2.0,165.0,Kuri Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
151,G091302E28026N,MKugr16_637,91.302,28.026,0.209,5587,5188,5429.0,60.0,27.0,0.0,138.0,Kuri Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
152,G091309E28027N,MKugr16_638,91.309,28.027,0.653,5500,4929,5301.0,74.0,19.0,0.0,120.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
153,G091369E28034N,MKugr16_641,91.369,28.034,1.775,5456,4709,5162.0,82.0,18.0,0.0,46.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
154,G091368E28019N,MKugr16_642,91.368,28.019,1.629,5594,4757,5171.0,80.0,18.0,0.0,33.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
155,G091370E28007N,MKugr16_644,91.37,28.007,0.156,5246,4974,5119.0,78.0,23.0,0.0,51.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
156,G091332E28044N,MKugr16_640,91.332,28.044,12.181,5599,4619,5193.0,78.0,16.0,0.0,171.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
157,G091317E28028N,MKugr16_639,91.317,28.028,0.541,5312,4858,5107.0,60.0,20.0,0.0,100.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
158,G091350E28028N,MKugr16_650,91.35,28.028,0.168,5412,5012,5237.0,60.0,31.0,2.0,264.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
159,G091352E28019N,MKugr16_648,91.352,28.019,0.284,5372,5000,5173.0,69.0,29.0,1.0,252.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
160,G091360E28015N,MKugr16_646,91.36,28.015,0.064,5236,5019,5156.0,74.0,18.0,0.0,68.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
161,G091355E28016N,MKugr16_647,91.355,28.016,0.087,5299,5001,5159.0,72.0,35.0,0.0,201.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
162,G091326E27995N,MKugr16_632,91.326,27.995,0.253,5161,4845,4953.0,61.0,21.0,1.0,249.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
163,G091331E27994N,MKugr16_633,91.331,27.994,0.066,5030,4904,4979.0,57.0,22.0,1.0,124.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
164,G091314E28009N,MKugr16_634,91.314,28.009,0.42,5267,4928,5049.0,67.0,19.0,1.0,242.0,Kuri Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
165,G091312E28017N,MKugr16_635,91.312,28.017,0.126,5160,5025,5101.0,52.0,17.0,1.0,228.0,Kuri Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
166,G091277E28011N,MKugr16_630,91.277,28.011,0.042,5234,5093,5175.0,50.0,26.0,1.0,155.0,Kuri Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
167,G091372E28011N,MKugr16_643,91.372,28.011,0.024,5217,5080,5148.0,74.0,21.0,0.0,45.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
168,G091401E28018N,MKugr16_651,91.401,28.018,0.126,5189,4889,5033.0,79.0,21.0,0.0,79.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
169,G091405E28013N,MKugr16_652,91.405,28.013,0.036,5364,4995,5226.0,80.0,27.0,0.0,88.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
170,G091458E28000N,MKugr16_659,91.458,28.0,0.67,6426,4932,5559.0,83.0,36.0,0.0,212.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
171,G091466E27978N,MKugr16_661,91.466,27.978,0.82,5597,4961,5183.0,70.0,27.0,0.0,282.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
172,G091483E27961N,MKugr16_664,91.483,27.961,1.664,5805,4930,5331.0,79.0,31.0,0.0,265.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
173,G091478E27950N,MKugr16_665,91.478,27.95,0.855,5648,5022,5243.0,73.0,29.0,1.0,264.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
174,G091257E27876N,MKugr16_608,91.257,27.876,0.136,5328,5041,5187.0,66.0,31.0,4.0,198.0,Kuri Chhu,83726,4121466360,2.487000036239624,764.1400085449219,20.790000009536744,12.5849999666214,1.6884000033140183,3.0
175,G091363E27858N,MKugr16_679,91.363,27.858,0.188,5366,4940,5152.0,68.0,37.0,5.0,262.0,Kuri Chhu,83726,4121466360,2.487000036239624,764.1400085449219,20.790000009536744,12.5849999666214,1.6884000033140183,3.0
176,G091367E27867N,MKugr16_678,91.367,27.867,0.121,5325,4934,5125.0,57.0,32.0,1.0,258.0,Kuri Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
177,G091370E27873N,MKugr16_677,91.37,27.873,0.077,5163,4987,5097.0,56.0,29.0,1.0,270.0,Kuri Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
178,G091376E27908N,MKugr16_675,91.376,27.908,0.076,5063,4923,5007.0,55.0,25.0,1.0,267.0,Kuri Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
179,G091377E27929N,MKugr16_674,91.377,27.929,0.069,5138,4981,5057.0,74.0,23.0,0.0,83.0,Kuri Chhu,83760,4120836990,3.432307697259463,775.0615469125601,12.700000029343824,19.196154044224667,0.6998461639651885,3.0
180,G091325E27990N,MKugr16_631,91.325,27.99,0.251,5219,4879,5030.0,60.0,24.0,2.0,269.0,Kuri Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
181,G091429E27956N,MKugr16_672,91.429,27.956,0.03,5238,5090,5161.0,54.0,29.0,8.0,72.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
182,G091257E27927N,MKugr16_618,91.257,27.927,0.053,5216,5030,5138.0,70.0,30.0,4.0,160.0,Kuri Chhu,83762,4120833940,3.938749998807907,772.1500015258789,87.90000051259995,15.344999969005585,62.19287616759538,5.0
183,G091439E28003N,MKugr16_656,91.439,28.003,0.046,5624,5489,5562.0,64.0,39.0,1.0,166.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
184,G091351E28025N,MKugr16_649,91.351,28.025,0.084,5407,5072,5278.0,65.0,32.0,2.0,258.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
185,G091411E28017N,MKugr16_654,91.411,28.017,0.022,5470,5341,5411.0,71.0,34.0,2.0,174.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
186,G091471E27937N,MKugr16_667,91.471,27.937,0.208,5280,4917,5091.0,60.0,28.0,0.0,224.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
187,G091472E27943N,MKugr16_670,91.472,27.943,0.113,5059,4913,4977.0,63.0,25.0,1.0,243.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
188,G091375E27905N,MKugr16_676,91.375,27.905,0.088,5216,4875,5074.0,67.0,33.0,3.0,226.0,Kuri Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
189,G091270E27921N,MKugr16_615,91.27,27.921,0.091,5177,5024,5096.0,53.0,22.0,1.0,167.0,Kuri Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
190,G091467E27936N,MKugr16_668,91.467,27.936,0.129,5254,4877,5056.0,62.0,33.0,0.0,275.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
191,G091363E28012N,MKugr16_645,91.363,28.012,0.051,5165,4850,5017.0,83.0,27.0,0.0,94.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
192,G091256E27924N,MKugr16_617,91.256,27.924,0.023,5122,5002,5053.0,49.0,29.0,6.0,244.0,Kuri Chhu,83762,4120833940,3.938749998807907,772.1500015258789,87.90000051259995,15.344999969005585,62.19287616759538,5.0
193,G091282E27885N,MKugr16_612,91.282,27.885,0.266,5035,4728,4810.0,54.0,18.0,0.0,145.0,Kuri Chhu,83726,4121466360,2.487000036239624,764.1400085449219,20.790000009536744,12.5849999666214,1.6884000033140183,3.0
194,G091255E27879N,MKugr16_609,91.255,27.879,0.057,5325,5103,5235.0,73.0,43.0,1.0,169.0,Kuri Chhu,83762,4120833940,3.938749998807907,772.1500015258789,87.90000051259995,15.344999969005585,62.19287616759538,5.0
195,G091251E27878N,MKugr16_607,91.251,27.878,0.114,5266,4990,5094.0,62.0,33.0,7.0,282.0,Kuri Chhu,83762,4120833940,3.938749998807907,772.1500015258789,87.90000051259995,15.344999969005585,62.19287616759538,5.0
196,G091258E27882N,MKugr16_610,91.258,27.882,0.233,5172,4822,4966.0,67.0,31.0,1.0,247.0,Kuri Chhu,83762,4120833940,3.938749998807907,772.1500015258789,87.90000051259995,15.344999969005585,62.19287616759538,5.0
197,G091477E27942N,MKugr16_666,91.477,27.942,0.638,5642,5009,5185.0,72.0,30.0,0.0,257.0,Kuri Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
198,G090843E27878N,MKugr16_591,90.843,27.878,0.039,5486,5264,5389.0,67.0,36.0,0.0,157.0,Kuri Chhu,83659,4120836690,3.2763635976748033,756.109092018821,11.118181835521352,14.786363753405483,0.6879090842875568,3.0
199,G090836E27874N,MKugr16_590,90.836,27.874,0.036,5325,5079,5184.0,68.0,43.0,3.0,81.0,Kuri Chhu,83659,4120836690,3.2763635976748033,756.109092018821,11.118181835521352,14.786363753405483,0.6879090842875568,3.0
200,G090797E27971N,MKugr16_597,90.797,27.971,0.015,5344,5304,5323.0,47.0,20.0,2.0,139.0,Kuri Chhu,83817,4121465350,2.8850000301996865,788.2666676839193,9.708333333333334,12.519166479508081,0.5575000097354254,2.0
201,G090793E27969N,MKugr16_596,90.793,27.969,0.014,5394,5345,5370.0,45.0,22.0,7.0,113.0,Kuri Chhu,83817,4121465350,2.8850000301996865,788.2666676839193,9.708333333333334,12.519166479508081,0.5575000097354254,2.0
202,G091242E27932N,MKugr16_619,91.242,27.932,0.139,5121,4887,4968.0,71.0,29.0,1.0,260.0,Kuri Chhu,83796,4121464920,4.1075000166893005,777.9625091552734,82.7499988079071,21.85375028848648,61.12499991431832,5.0
203,G091261E27923N,MKugr16_616,91.261,27.923,0.079,5158,4980,5044.0,69.0,27.0,1.0,130.0,Kuri Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
204,G091268E27954N,MKugr16_625,91.268,27.954,0.146,5092,4742,4899.0,75.0,38.0,1.0,126.0,Kuri Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
205,G090280E27916N,MMagr16_411,90.28,27.916,0.172,5462,5261,5387.0,67.0,14.0,0.0,248.0,Mangde Chhu,83744,4121467150,2.7750000059604645,779.7333272298177,8.416666587193808,13.446666558583578,0.2948333335419497,2.0
206,G090299E27904N,MMagr16_407,90.299,27.904,3.853,5694,5137,5421.0,71.0,14.0,0.0,216.0,Mangde Chhu,83744,4121467150,2.7750000059604645,779.7333272298177,8.416666587193808,13.446666558583578,0.2948333335419497,2.0
207,G090285E27913N,MMagr16_410,90.285,27.913,0.747,5525,5158,5399.0,64.0,14.0,0.0,223.0,Mangde Chhu,83744,4121467150,2.7750000059604645,779.7333272298177,8.416666587193808,13.446666558583578,0.2948333335419497,2.0
208,G090315E27900N,MMagr16_406,90.315,27.9,1.02,5661,5269,5434.0,58.0,18.0,0.0,145.0,Mangde Chhu,83732,4120835970,5.091428603444781,769.5142909458706,21.471428189958846,27.11714322226388,1.8867142572999,2.0
209,G090307E27915N,MMagr16_412,90.307,27.915,2.372,5689,5159,5376.0,68.0,17.0,0.0,131.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
210,G090292E27925N,MMagr16_413,90.292,27.925,0.669,5692,5231,5421.0,64.0,20.0,1.0,135.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
211,G090281E27936N,MMagr16_414,90.281,27.936,0.187,5684,5385,5511.0,62.0,22.0,0.0,136.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
212,G090275E27946N,MMagr16_415,90.275,27.946,0.052,5607,5425,5502.0,68.0,34.0,4.0,60.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
213,G090272E27949N,MMagr16_416,90.272,27.949,0.14,5640,5391,5531.0,59.0,26.0,1.0,111.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
214,G090293E27967N,MMagr16_418,90.293,27.967,2.559,5791,5300,5575.0,78.0,15.0,0.0,195.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
215,G090280E27965N,MMagr16_417,90.28,27.965,1.531,5785,5308,5517.0,66.0,16.0,0.0,161.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
216,G090304E27948N,MMagr16_420,90.304,27.948,0.367,5656,5370,5534.0,52.0,19.0,1.0,239.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
217,G090324E27955N,MMagr16_422,90.324,27.955,0.106,5605,5389,5503.0,58.0,26.0,2.0,222.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
218,G090328E27955N,MMagr16_424,90.328,27.955,0.049,5522,5311,5428.0,59.0,29.0,10.0,63.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
219,G090327E27953N,MMagr16_423,90.327,27.953,0.023,5580,5479,5531.0,64.0,30.0,1.0,178.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
220,G090310E27959N,MMagr16_421,90.31,27.959,2.095,5700,5326,5519.0,58.0,12.0,0.0,146.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
221,G090300E27952N,MMagr16_419,90.3,27.952,0.641,5670,5336,5526.0,57.0,14.0,0.0,212.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
222,G090318E27966N,MMagr16_425,90.318,27.966,1.345,5795,5335,5496.0,71.0,14.0,0.0,73.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
223,G090309E27979N,MMagr16_426,90.309,27.979,2.583,5842,5280,5559.0,74.0,15.0,0.0,170.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
224,G090316E27996N,MMagr16_427,90.316,27.996,0.437,5661,5408,5505.0,51.0,16.0,0.0,80.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
225,G090332E28018N,MMagr16_429,90.332,28.018,0.982,5834,5433,5606.0,66.0,15.0,0.0,219.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
226,G090338E28017N,MMagr16_430,90.338,28.017,0.217,5803,5520,5660.0,66.0,26.0,1.0,166.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
227,G090336E28009N,MMagr16_428,90.336,28.009,0.038,5702,5499,5574.0,67.0,36.0,5.0,250.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
228,G090343E28021N,MMagr16_431,90.343,28.021,0.175,5564,5427,5509.0,61.0,14.0,0.0,132.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
229,G090345E28029N,MMagr16_432,90.345,28.029,1.632,5829,5390,5615.0,62.0,15.0,0.0,95.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
230,G090343E28041N,MMagr16_433,90.343,28.041,2.334,5843,5312,5581.0,81.0,14.0,0.0,99.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
